date,base_actual,peak_actual,offpeak_actual,n_hours,n_peak_hours,qa_flag_missing_hours,base_actual_test,peak_actual_test,offpeak_actual_test,base_seasonalnaive_d1,peak_seasonalnaive_d1,offpeak_seasonalnaive_d1,base_seasonalnaive_d7,peak_seasonalnaive_d7,offpeak_seasonalnaive_d7,base_elasticnet,peak_elasticnet,offpeak_elasticnet,base_lightgbm,peak_lightgbm,offpeak_lightgbm,spread_base_seasonalnaive_d1,spread_peak_seasonalnaive_d1,spread_base_seasonalnaive_d7,spread_peak_seasonalnaive_d7,spread_base_elasticnet,spread_peak_elasticnet,spread_base_lightgbm,spread_peak_lightgbm
2019-02-15,47.61833333333333,49.9175,45.31916666666667,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-16,39.21958333333333,40.06166666666667,38.377500000000005,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-17,39.05125,39.873333333333335,38.229166666666664,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-18,46.397083333333335,49.70666666666667,43.0875,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-19,41.31333333333333,43.23416666666666,39.392500000000005,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-20,45.6025,50.01666666666667,41.18833333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-21,43.232499999999995,44.93333333333334,41.531666666666666,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-22,47.20250000000001,50.965833333333336,43.439166666666665,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-23,40.13916666666667,41.55916666666666,38.719166666666666,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-24,39.99166666666667,39.785000000000004,40.19833333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-25,44.41375,46.442499999999995,42.385,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-26,44.60208333333333,46.58083333333334,42.623333333333335,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-27,44.21083333333333,45.66916666666666,42.7525,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,40.260416666666664,43.17083333333333,37.35,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,45.85041666666667,49.5025,42.19833333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02,41.24916666666667,44.23583333333334,38.2625,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-03,10.223333333333334,10.518333333333333,9.928333333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-04,13.308750000000002,17.603333333333335,9.014166666666666,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-05,31.338333333333335,40.65916666666667,22.017500000000002,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-06,34.76916666666667,34.91833333333333,34.62,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-07,29.022499999999997,32.4125,25.632499999999997,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-08,26.3875,32.7475,20.0275,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-09,7.978333333333333,8.020833333333334,7.935833333333334,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-10,17.50875,28.721666666666668,6.295833333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-11,38.66916666666666,44.0825,33.255833333333335,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-12,36.58708333333333,39.53333333333333,33.64083333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-13,18.047083333333333,19.583333333333332,16.510833333333334,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-14,32.544583333333335,37.815,27.27416666666667,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-15,25.207083333333333,33.615,16.799166666666668,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-16,17.219166666666666,28.605833333333333,5.8325,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-17,0.4258333333333333,-1.638333333333333,2.49,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18,31.924166666666668,35.30833333333333,28.540000000000003,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-19,45.33583333333333,48.068333333333335,42.60333333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20,41.498333333333335,42.79833333333334,40.19833333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-21,39.791666666666664,40.525,39.05833333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-22,40.57083333333333,40.735,40.406666666666666,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-23,35.60875,34.446666666666665,36.770833333333336,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-24,33.46375,31.86583333333333,35.06166666666667,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25,32.285833333333336,33.619166666666665,30.9525,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-26,36.498333333333335,36.41916666666666,36.5775,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27,40.1925,41.968333333333334,38.416666666666664,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-28,42.32375,45.62583333333333,39.02166666666667,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-29,39.8525,39.5075,40.1975,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-30,35.0425,33.22666666666667,36.858333333333334,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,28.627391304347825,22.373333333333335,35.449999999999996,23,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,38.00791666666667,38.81333333333333,37.2025,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-02,33.85125,34.705,32.9975,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-03,42.23791666666667,46.428333333333335,38.0475,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-04,42.01625,44.5625,39.47,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-05,42.282916666666665,44.36000000000001,40.20583333333334,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-06,38.33166666666667,37.67583333333334,38.987500000000004,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
